20180724112657,127.0.0.1,51025,127.0.0.1,5001,7,0.0-1.0,1034813440,8278507520
20180724112657,127.0.0.1,51026,127.0.0.1,5001,6,0.0-1.0,1031274496,8250195968
20180724112657,127.0.0.1,51024,127.0.0.1,5001,5,0.0-1.0,1039138816,8313110528
20180724112657,127.0.0.1,0,127.0.0.1,5001,-1,0.0-1.0,3105226752,24841814016
20180724112658,127.0.0.1,51025,127.0.0.1,5001,7,1.0-2.0,1062207488,8497659904
20180724112658,127.0.0.1,51026,127.0.0.1,5001,6,1.0-2.0,1056702464,8453619712
20180724112658,127.0.0.1,51024,127.0.0.1,5001,5,1.0-2.0,1054736384,8437891072
20180724112658,127.0.0.1,0,127.0.0.1,5001,-1,1.0-2.0,3173646336,25389170688
20180724112659,127.0.0.1,51025,127.0.0.1,5001,7,2.0-3.0,994050048,7952400384
20180724112659,127.0.0.1,51026,127.0.0.1,5001,6,2.0-3.0,966524928,7732199424
20180724112659,127.0.0.1,51024,127.0.0.1,5001,5,2.0-3.0,941883392,7535067136
20180724112659,127.0.0.1,0,127.0.0.1,5001,-1,2.0-3.0,2902458368,23219666944
20180724112700,127.0.0.1,51025,127.0.0.1,5001,7,3.0-4.0,894959616,7159676928
20180724112700,127.0.0.1,51026,127.0.0.1,5001,6,3.0-4.0,900202496,7201619968
20180724112700,127.0.0.1,51024,127.0.0.1,5001,5,3.0-4.0,894828544,7158628352
20180724112700,127.0.0.1,0,127.0.0.1,5001,-1,3.0-4.0,2689990656,21519925248
20180724112701,127.0.0.1,51025,127.0.0.1,5001,7,4.0-5.0,930349056,7442792448
20180724112701,127.0.0.1,51025,127.0.0.1,5001,7,0.0-5.0,4917166080,7866870992
20180724112701,127.0.0.1,51026,127.0.0.1,5001,6,4.0-5.0,938475520,7507804160
20180724112701,127.0.0.1,51026,127.0.0.1,5001,6,0.0-5.0,4893310976,7828378509
20180724112701,127.0.0.1,51024,127.0.0.1,5001,5,4.0-5.0,926154752,7409238016
20180724112701,127.0.0.1,0,127.0.0.1,5001,-1,4.0-5.0,2794979328,22359834624
20180724112701,127.0.0.1,51024,127.0.0.1,5001,5,0.0-5.0,4856872960,7770336257
20180724112701,127.0.0.1,0,127.0.0.1,5001,-1,0.0-5.0,14667350016,23465005233
